,node1,node2,label
19330,17351,17350,1
19331,44406,17351,1
19332,44405,17351,1
19333,44404,17351,1
19334,127620,17351,1
19335,17353,17352,1
19336,17354,17352,1
19337,17355,17352,1
19338,17355,17353,1
19339,95611,17353,1
19340,95612,17353,1
19341,18461,17353,1
19342,17354,17353,1
19343,17355,17354,1
19344,98600,17359,1
19345,17361,17360,1
19346,57277,17361,1
19347,67839,17361,1
19348,57276,17361,1
19349,116231,17362,1
19350,130813,17362,1
19351,130128,17362,1
19352,130811,17362,1
19353,116232,17362,1
19354,130812,17362,1
19355,17364,17363,1
19356,17365,17363,1
19357,17365,17364,1
19358,30768,17365,1
19359,17367,17366,1
19360,25325,17367,1
19361,25326,17367,1
19362,114966,17367,1
19363,25324,17367,1
19364,17372,17368,1
19365,17370,17368,1
19366,17369,17368,1
19367,17371,17368,1
19368,17370,17369,1
19369,100632,17369,1
19370,17371,17369,1
19371,81373,17369,1
19372,101370,17369,1
19373,17372,17369,1
19374,68167,17369,1
19375,100410,17369,1
19376,80244,17369,1
19377,17372,17370,1
19378,17371,17370,1
19379,17372,17371,1
19380,17374,17373,1
19381,17375,17373,1
19382,127378,17374,1
19383,127380,17374,1
19384,17375,17374,1
19385,127379,17374,1
19386,127378,17375,1
19387,127379,17375,1
19388,127725,17375,1
19389,127380,17375,1
19390,17378,17376,1
19391,17377,17376,1
19392,47055,17377,1
19393,21715,17377,1
19394,17378,17377,1
19395,21714,17377,1
19396,41575,17377,1
19397,17380,17379,1
19398,17381,17379,1
19399,49716,17380,1
19400,22384,17380,1
19401,17381,17380,1
19402,43057,17380,1
19403,22383,17380,1
19404,49716,17381,1
19405,22383,17381,1
19406,22384,17381,1
19407,17384,17382,1
19408,17383,17382,1
19409,21549,17383,1
19410,21551,17383,1
19411,21550,17383,1
19412,50322,17383,1
19413,17384,17383,1
19414,21550,17384,1
19415,21551,17384,1
19416,21549,17384,1
19417,69457,17384,1
19418,50322,17384,1
19419,26228,17385,1
19420,21590,17385,1
19421,25320,17385,1
19422,26229,17385,1
19423,30794,17387,1
19424,28143,17387,1
19425,68299,17389,1
19426,68300,17389,1
19427,25341,17390,1
19428,17391,17390,1
19429,17392,17390,1
19430,45495,17390,1
19431,25341,17391,1
19432,17392,17391,1
19433,17394,17393,1
19434,115721,17394,1
19435,17914,17394,1
19436,28468,17394,1
19437,17397,17396,1
19438,29472,17397,1
19439,44900,17397,1
19440,29473,17397,1
19441,17402,17400,1
19442,17401,17400,1
19443,100285,17400,1
19444,25339,17401,1
19445,44552,17401,1
19446,17402,17401,1
19447,22727,17401,1
19448,44551,17401,1
19449,44553,17401,1
19450,44554,17401,1
19451,17406,17403,1
19452,17404,17403,1
19453,17405,17403,1
19454,27399,17404,1
19455,17406,17404,1
19456,17405,17404,1
19457,27400,17404,1
19458,17406,17405,1
19459,17408,17407,1
19460,53074,17408,1
19461,97237,17408,1
19462,57568,17408,1
19463,17411,17409,1
19464,17410,17409,1
19465,17411,17410,1
19466,100558,17410,1
19467,94404,17410,1
19468,28276,17412,1
19469,17414,17412,1
19470,17413,17412,1
19471,17414,17413,1
19472,50924,17413,1
19473,24983,17413,1
19474,97779,17413,1
19475,56222,17413,1
19476,25180,17413,1
19477,21807,17414,1
19478,24983,17414,1
19479,115839,17414,1
19480,21808,17414,1
19481,45825,17416,1
19482,45824,17416,1
19483,47827,17416,1
19484,45826,17416,1
19485,18156,17416,1
19486,53037,17416,1
19487,100511,17416,1
19488,42577,17416,1
19489,28897,17416,1
19490,42263,17416,1
19491,53036,17416,1
19492,53034,17416,1
19493,53035,17416,1
19494,28898,17416,1
19495,53247,17416,1
19496,42824,17416,1
19497,28899,17416,1
19498,18155,17416,1
19499,100510,17416,1
19500,47721,17416,1
19501,46157,17422,1
19502,17425,17423,1
19503,51236,17423,1
19504,17424,17423,1
19505,42016,17424,1
19506,17425,17424,1
19507,50693,17424,1
19508,50694,17424,1
19509,17427,17426,1
19510,17428,17426,1
19511,17428,17427,1
19512,17431,17429,1
19513,17430,17429,1
19514,17432,17429,1
19515,17431,17430,1
19516,17432,17430,1
19517,17432,17431,1
19518,30559,17433,1
19519,42782,17433,1
19520,29611,17433,1
19521,18705,17433,1
19522,21384,17433,1
19523,17436,17434,1
19524,17435,17434,1
19525,17436,17435,1
19526,99313,17436,1
19527,43935,17436,1
19528,77880,17436,1
19529,99315,17436,1
19530,99314,17436,1
19531,18343,17437,1
19532,17440,17437,1
19533,17438,17437,1
19534,17439,17437,1
19535,17440,17438,1
19536,17439,17438,1
19537,55800,17439,1
19538,17440,17439,1
19539,18343,17439,1
19540,55799,17439,1
19541,17442,17441,1
19542,28011,17442,1
19543,17445,17443,1
19544,17444,17443,1
19545,17446,17443,1
19546,17445,17444,1
19547,17446,17444,1
19548,17446,17445,1
19549,17455,17449,1
19550,17629,17449,1
19551,17452,17449,1
19552,17454,17449,1
19553,21055,17449,1
19554,68846,17449,1
19555,48603,17449,1
19556,21056,17449,1
19557,17453,17449,1
19558,17450,17449,1
19559,48604,17449,1
19560,17451,17449,1
19561,17451,17450,1
19562,17455,17450,1
19563,48604,17450,1
19564,17453,17450,1
19565,17629,17450,1
19566,17454,17450,1
19567,21056,17450,1
19568,48603,17450,1
19569,17452,17450,1
19570,17453,17451,1
19571,48604,17451,1
19572,21056,17451,1
19573,68383,17451,1
19574,17455,17451,1
19575,17452,17451,1
19576,68034,17451,1
19577,17454,17451,1
19578,17629,17451,1
19579,68384,17451,1
19580,68033,17451,1
19581,48603,17451,1
19582,17455,17452,1
19583,17453,17452,1
19584,17454,17452,1
19585,17629,17452,1
19586,48604,17453,1
19587,17454,17453,1
19588,23068,17453,1
19589,17455,17453,1
19590,42048,17453,1
19591,48603,17453,1
19592,42047,17453,1
19593,21056,17453,1
19594,42046,17453,1
19595,52029,17453,1
19596,52031,17453,1
19597,17629,17453,1
19598,52030,17453,1
19599,17455,17454,1
19600,48603,17454,1
19601,21056,17454,1
19602,48604,17454,1
19603,21056,17455,1
19604,48603,17455,1
19605,48604,17455,1
19606,17461,17459,1
19607,17463,17459,1
19608,17462,17459,1
19609,43351,17459,1
19610,17460,17459,1
19611,43352,17459,1
19612,53404,17459,1
19613,17463,17460,1
19614,17461,17460,1
19615,17462,17460,1
19616,17463,17461,1
19617,17462,17461,1
19618,17463,17462,1
19619,27171,17463,1
19620,53642,17463,1
19621,53404,17463,1
19622,53641,17463,1
19623,68147,17463,1
19624,68148,17463,1
19625,94383,17463,1
19626,17465,17464,1
19627,22594,17465,1
19628,68125,17465,1
19629,68127,17465,1
19630,68124,17465,1
19631,68126,17465,1
19632,23351,17465,1
19633,42552,17466,1
19634,115435,17466,1
19635,115298,17466,1
19636,45443,17466,1
19637,47084,17466,1
19638,115297,17466,1
19639,47085,17466,1
19640,121549,17466,1
19641,29161,17466,1
19642,22691,17466,1
19643,24611,17466,1
19644,44558,17466,1
19645,17469,17468,1
19646,20197,17469,1
19647,18525,17469,1
19648,74145,17469,1
19649,28542,17469,1
19650,27536,17469,1
19651,17473,17471,1
19652,17472,17471,1
19653,55829,17472,1
19654,17473,17472,1
19655,55829,17473,1
19656,24403,17473,1
19657,24402,17473,1
19658,29724,17473,1
19659,17476,17475,1
19660,53066,17476,1
19661,53068,17476,1
19662,53067,17476,1
19663,94242,17476,1
19664,53069,17476,1
19665,52672,17476,1
19666,17480,17479,1
19667,17482,17481,1
19668,55447,17482,1
19669,17486,17483,1
19670,17485,17483,1
19671,53559,17483,1
19672,17484,17483,1
19673,42761,17483,1
19674,17485,17484,1
19675,45880,17484,1
19676,45881,17484,1
19677,24150,17484,1
19678,17486,17484,1
19679,17486,17485,1
19680,24150,17485,1
19681,24150,17486,1
19682,17488,17487,1
19683,17489,17487,1
19684,17489,17488,1
19685,20227,17488,1
19686,20228,17488,1
19687,20226,17488,1
19688,17495,17494,1
19689,30045,17494,1
19690,30045,17495,1
19691,17499,17496,1
19692,17497,17496,1
19693,118813,17496,1
19694,17498,17496,1
19695,17498,17497,1
19696,118813,17497,1
19697,42334,17497,1
19698,24765,17497,1
19699,42333,17497,1
19700,24766,17497,1
19701,17499,17497,1
19702,118813,17498,1
19703,17499,17498,1
19704,118813,17499,1
19705,17502,17500,1
19706,17501,17500,1
19707,17502,17501,1
19708,67959,17502,1
19709,53859,17502,1
19710,67961,17502,1
19711,23599,17502,1
19712,23598,17502,1
19713,23597,17502,1
19714,23596,17502,1
19715,71036,17502,1
19716,67960,17502,1
19717,53860,17502,1
19718,67962,17502,1
19719,70598,17502,1
19720,17505,17504,1
19721,17508,17507,1
19722,17511,17507,1
19723,17510,17507,1
19724,17509,17507,1
19725,17510,17508,1
19726,17511,17508,1
19727,17509,17508,1
19728,17511,17509,1
19729,17510,17509,1
19730,17511,17510,1
19731,17514,17512,1
19732,17513,17512,1
19733,17730,17512,1
19734,17728,17513,1
19735,17730,17513,1
19736,17729,17513,1
19737,17732,17513,1
19738,17731,17513,1
19739,17514,17513,1
19740,17727,17513,1
19741,17727,17514,1
19742,17731,17514,1
19743,17732,17514,1
19744,17729,17514,1
19745,17730,17514,1
19746,17728,17514,1
19747,17516,17515,1
19748,20832,17515,1
19749,17517,17515,1
19750,17517,17516,1
19751,20832,17517,1
19752,45255,17517,1
19753,17519,17518,1
19754,44559,17518,1
19755,18714,17518,1
19756,101075,17518,1
19757,17520,17518,1
19758,22018,17518,1
19759,17520,17519,1
19760,101075,17520,1
19761,22018,17520,1
19762,18714,17520,1
19763,44559,17520,1
19764,17522,17521,1
19765,53355,17522,1
19766,28070,17522,1
19767,120025,17529,1
19768,120026,17529,1
19769,21742,17529,1
19770,21743,17529,1
19771,46292,17529,1
19772,17533,17530,1
19773,21681,17530,1
19774,20923,17530,1
19775,49933,17530,1
19776,18601,17530,1
19777,49933,17533,1
19778,18601,17533,1
19779,21681,17533,1
19780,21680,17533,1
19781,20923,17533,1
19782,17535,17534,1
19783,17536,17534,1
19784,29278,17535,1
19785,26344,17535,1
19786,17536,17535,1
19787,18096,17535,1
19788,18097,17535,1
19789,55886,17536,1
19790,29278,17536,1
19791,26344,17536,1
19792,131837,17538,1
19793,27032,17538,1
19794,68369,17538,1
19795,27033,17538,1
19796,19416,17539,1
19797,19161,17545,1
19798,19160,17545,1
19799,44625,17546,1
19800,22377,17546,1
19801,44627,17546,1
19802,29804,17546,1
19803,48111,17546,1
19804,17550,17547,1
19805,17549,17547,1
19806,17548,17547,1
19807,23912,17548,1
19808,17550,17548,1
19809,48309,17548,1
19810,17549,17548,1
19811,17550,17549,1
19812,69208,17553,1
19813,17555,17554,1
19814,48133,17554,1
19815,48134,17554,1
19816,17557,17556,1
19817,17559,17556,1
19818,17558,17556,1
19819,44836,17557,1
19820,17559,17557,1
19821,17558,17557,1
19822,17559,17558,1
19823,69924,17559,1
19824,44836,17559,1
19825,69925,17559,1
19826,20976,17559,1
19827,28381,17559,1
19828,20977,17559,1
19829,17562,17561,1
19830,17565,17563,1
19831,17566,17563,1
19832,17564,17563,1
19833,17566,17564,1
19834,17565,17564,1
19835,52660,17565,1
19836,52659,17565,1
19837,52658,17565,1
19838,17566,17565,1
19839,17568,17567,1
19840,56294,17568,1
19841,47470,17568,1
19842,56292,17568,1
19843,26244,17568,1
19844,56293,17568,1
19845,26245,17568,1
19846,27802,17569,1
19847,17571,17570,1
19848,47494,17572,1
19849,47260,17572,1
19850,47261,17572,1
19851,19229,17572,1
19852,17574,17573,1
19853,17577,17573,1
19854,17578,17573,1
19855,17576,17573,1
19856,17575,17573,1
19857,17575,17574,1
19858,17578,17574,1
19859,17577,17574,1
19860,17576,17574,1
19861,17578,17575,1
19862,17576,17575,1
19863,17577,17575,1
19864,115368,17575,1
19865,17578,17576,1
19866,17577,17576,1
19867,17578,17577,1
19868,20346,17579,1
19869,17580,17579,1
19870,97692,17580,1
19871,75311,17580,1
19872,73715,17580,1
19873,97691,17580,1
19874,95493,17580,1
19875,17584,17583,1
19876,43884,17583,1
19877,43885,17583,1
19878,43887,17583,1
19879,43886,17583,1
19880,74235,17584,1
19881,69769,17584,1
19882,43887,17584,1
19883,69770,17584,1
19884,76670,17584,1
19885,43886,17584,1
19886,43885,17584,1
19887,69768,17584,1
19888,79204,17584,1
19889,43884,17584,1
19890,76671,17584,1
19891,27666,17584,1
19892,17587,17586,1
19893,97238,17587,1
19894,69475,17587,1
19895,23756,17587,1
19896,17589,17588,1
19897,46436,17589,1
19898,46437,17589,1
19899,43572,17589,1
19900,46438,17589,1
19901,17591,17590,1
19902,50872,17593,1
19903,50871,17593,1
19904,50873,17593,1
19905,26291,17593,1
19906,17595,17594,1
19907,20488,17594,1
19908,46627,17594,1
19909,46627,17595,1
19910,43954,17596,1
19911,17597,17596,1
19912,18871,17596,1
19913,17598,17596,1
19914,18870,17596,1
19915,18869,17596,1
19916,17599,17596,1
19917,17598,17597,1
19918,17599,17597,1
19919,17599,17598,1
19920,127044,17600,1
19921,127043,17600,1
19922,46538,17600,1
19923,23826,17604,1
19924,114302,17604,1
19925,17606,17605,1
19926,17607,17605,1
19927,17608,17605,1
19928,17607,17606,1
19929,17608,17606,1
19930,17608,17607,1
19931,99822,17612,1
19932,99821,17612,1
19933,99823,17612,1
19934,20797,17612,1
19935,17615,17613,1
19936,17614,17613,1
19937,17615,17614,1
19938,68041,17614,1
19939,17618,17616,1
19940,42021,17616,1
19941,17617,17616,1
19942,17618,17617,1
19943,17625,17623,1
19944,17624,17623,1
19945,17625,17624,1
19946,92919,17625,1
19947,17627,17626,1
19948,17628,17626,1
19949,17628,17627,1
19950,52030,17629,1
19951,17631,17630,1
19952,79531,17631,1
19953,78807,17631,1
19954,78808,17631,1
19955,44613,17631,1
19956,22284,17632,1
19957,17633,17632,1
19958,50973,17632,1
19959,124086,17632,1
19960,30314,17634,1
19961,30311,17634,1
19962,17635,17634,1
19963,30310,17634,1
19964,30313,17634,1
19965,31216,17634,1
19966,30312,17634,1
19967,17637,17636,1
19968,17641,17638,1
19969,17640,17638,1
19970,17639,17638,1
19971,17641,17639,1
19972,17640,17639,1
19973,17641,17640,1
19974,17644,17643,1
19975,17649,17645,1
19976,17648,17645,1
19977,17650,17645,1
19978,17651,17645,1
19979,17652,17645,1
19980,17646,17645,1
19981,17647,17645,1
19982,17647,17646,1
19983,17651,17646,1
19984,21272,17646,1
19985,21271,17646,1
19986,17649,17646,1
19987,22667,17646,1
19988,17648,17646,1
19989,17650,17646,1
19990,17652,17646,1
19991,17648,17647,1
19992,17650,17647,1
19993,17651,17647,1
19994,17649,17647,1
19995,17652,17647,1
19996,17651,17648,1
19997,17650,17648,1
19998,17652,17648,1
19999,17649,17648,1
20000,17652,17649,1
20001,17651,17649,1
20002,17650,17649,1
20003,17651,17650,1
20004,17652,17650,1
20005,17652,17651,1
20006,24188,17653,1
20007,24186,17653,1
20008,24187,17653,1
20009,24190,17653,1
20010,17655,17654,1
20011,45219,17654,1
20012,45219,17655,1
20013,17657,17656,1
20014,53300,17656,1
20015,53300,17657,1
20016,93259,17658,1
20017,51092,17658,1
20018,26926,17658,1
20019,17984,17658,1
20020,20173,17658,1
20021,26931,17658,1
20022,26927,17658,1
20023,26930,17658,1
20024,26929,17658,1
20025,26928,17658,1
20026,17659,17658,1
20027,30822,17660,1
20028,55527,17660,1
20029,30669,17660,1
20030,115589,17660,1
20031,41787,17660,1
20032,48487,17660,1
20033,56653,17660,1
20034,115590,17660,1
20035,27229,17660,1
20036,55526,17660,1
20037,120565,17660,1
20038,42017,17660,1
20039,51523,17660,1
20040,43377,17660,1
20041,57204,17660,1
20042,116637,17660,1
20043,120564,17660,1
20044,42486,17661,1
20045,27118,17663,1
20046,29242,17664,1
20047,27880,17664,1
20048,17665,17664,1
20049,17666,17664,1
20050,69799,17664,1
20051,69800,17664,1
20052,27881,17664,1
20053,17666,17665,1
20054,124480,17665,1
20055,124481,17665,1
20056,124165,17666,1
20057,124164,17666,1
20058,27880,17666,1
20059,124166,17666,1
20060,25907,17666,1
20061,25906,17666,1
20062,25908,17666,1
20063,27881,17666,1
20064,75501,17667,1
20065,114698,17667,1
20066,17668,17667,1
20067,47906,17668,1
20068,50588,17668,1
20069,18125,17668,1
20070,47907,17668,1
20071,43366,17668,1
20072,75501,17668,1
20073,114698,17668,1
20074,43365,17668,1
20075,47375,17671,1
20076,17676,17675,1
20077,17678,17677,1
20078,57367,17678,1
20079,57366,17678,1
20080,26213,17678,1
20081,120865,17678,1
20082,115104,17678,1
20083,17681,17679,1
20084,17680,17679,1
20085,17681,17680,1
20086,43145,17681,1
20087,43144,17681,1
20088,26556,17681,1
20089,18749,17682,1
20090,42713,17682,1
20091,49707,17682,1
20092,17683,17682,1
20093,46548,17682,1
20094,101534,17684,1
20095,48820,17684,1
20096,17686,17684,1
20097,48821,17684,1
20098,17685,17684,1
20099,101533,17684,1
20100,48821,17685,1
20101,17686,17685,1
20102,48820,17685,1
20103,101533,17685,1
20104,101534,17685,1
20105,24555,17686,1
20106,94819,17686,1
20107,28213,17686,1
20108,57630,17686,1
20109,31014,17686,1
20110,31013,17686,1
20111,94818,17686,1
20112,18203,17687,1
20113,47777,17687,1
20114,17688,17687,1
20115,28267,17688,1
20116,28266,17688,1
20117,28833,17690,1
20118,28831,17690,1
20119,43882,17690,1
20120,117881,17690,1
20121,57542,17690,1
20122,118155,17690,1
20123,43880,17690,1
20124,43881,17690,1
20125,117882,17690,1
20126,117883,17690,1
20127,75727,17692,1
20128,94507,17692,1
20129,55870,17692,1
20130,74490,17692,1
20131,97112,17692,1
20132,77897,17692,1
20133,75730,17692,1
20134,24083,17692,1
20135,17693,17692,1
20136,94802,17692,1
20137,42702,17692,1
20138,17695,17692,1
20139,70381,17692,1
20140,91965,17692,1
20141,75728,17692,1
20142,97113,17692,1
20143,17694,17692,1
20144,75731,17692,1
20145,50684,17692,1
20146,56459,17692,1
20147,75729,17692,1
20148,94801,17692,1
20149,17694,17693,1
20150,17695,17693,1
20151,17695,17694,1
20152,17702,17696,1
20153,17698,17696,1
20154,17699,17696,1
20155,17701,17696,1
20156,17700,17696,1
20157,17697,17696,1
20158,22392,17696,1
20159,56581,17696,1
20160,17698,17697,1
20161,17699,17697,1
20162,56581,17697,1
20163,127224,17697,1
20164,80504,17697,1
20165,127225,17697,1
20166,17700,17697,1
20167,17701,17697,1
20168,17702,17697,1
20169,17702,17698,1
20170,17701,17698,1
20171,17699,17698,1
20172,17700,17698,1
20173,17702,17699,1
20174,17701,17699,1
20175,22392,17699,1
20176,17700,17699,1
20177,56581,17700,1
20178,17701,17700,1
20179,17702,17700,1
20180,17702,17701,1
20181,17705,17703,1
20182,17704,17703,1
20183,17705,17704,1
20184,25375,17705,1
20185,44403,17705,1
20186,52384,17705,1
20187,52383,17705,1
20188,17707,17706,1
20189,17708,17706,1
20190,17709,17706,1
20191,17709,17707,1
20192,54065,17707,1
20193,68464,17707,1
20194,68463,17707,1
20195,17708,17707,1
20196,54065,17708,1
20197,68463,17708,1
20198,68259,17708,1
20199,23644,17708,1
20200,130563,17708,1
20201,18448,17708,1
20202,46458,17708,1
20203,68464,17708,1
20204,45831,17708,1
20205,17709,17708,1
20206,130563,17709,1
20207,54065,17709,1
20208,68463,17709,1
20209,96058,17709,1
20210,68259,17709,1
20211,125753,17709,1
20212,50862,17709,1
20213,23644,17709,1
20214,68464,17709,1
20215,25554,17710,1
20216,95935,17710,1
20217,25553,17710,1
20218,42024,17711,1
20219,42022,17711,1
20220,42023,17711,1
20221,17712,17711,1
20222,45926,17712,1
20223,28576,17712,1
20224,45236,17712,1
20225,29059,17712,1
20226,45237,17712,1
20227,27272,17712,1
20228,96992,17712,1
20229,17714,17713,1
20230,96745,17713,1
20231,17716,17715,1
20232,94559,17716,1
20233,17718,17717,1
20234,17803,17718,1
20235,17805,17718,1
20236,41456,17718,1
20237,51063,17719,1
20238,51064,17719,1
20239,17721,17720,1
20240,17723,17720,1
20241,17722,17720,1
20242,17723,17721,1
20243,17722,17721,1
20244,21511,17721,1
20245,17723,17722,1
20246,118825,17724,1
20247,26320,17724,1
20248,101734,17724,1
20249,71251,17724,1
20250,69791,17724,1
20251,42444,17724,1
20252,17725,17724,1
20253,19627,17724,1
20254,45217,17724,1
20255,117635,17724,1
20256,131345,17724,1
20257,117634,17724,1
20258,117939,17724,1
20259,45217,17725,1
20260,69791,17725,1
20261,42444,17725,1
20262,131345,17725,1
20263,26320,17725,1
20264,17729,17727,1
20265,17731,17727,1
20266,17732,17727,1
20267,17730,17727,1
20268,17728,17727,1
20269,17732,17728,1
20270,17729,17728,1
20271,17730,17728,1
20272,17731,17728,1
20273,26912,17729,1
20274,20267,17729,1
20275,23584,17729,1
20276,47134,17729,1
20277,17731,17729,1
20278,17732,17729,1
20279,47136,17729,1
20280,20268,17729,1
20281,29737,17729,1
20282,26942,17729,1
20283,27819,17729,1
20284,47135,17729,1
20285,57224,17729,1
20286,17730,17729,1
20287,17731,17730,1
20288,49751,17730,1
20289,17732,17730,1
20290,45665,17730,1
20291,17732,17731,1
20292,17735,17733,1
20293,31121,17733,1
20294,45671,17733,1
20295,17734,17733,1
20296,17735,17734,1
20297,31121,17735,1
20298,17738,17736,1
20299,17739,17736,1
20300,17737,17736,1
20301,17738,17737,1
20302,17739,17737,1
20303,17739,17738,1
20304,17741,17740,1
20305,29732,17744,1
20306,17746,17745,1
20307,17748,17747,1
20308,17751,17750,1
20309,17753,17752,1
20310,17755,17754,1
20311,17756,17754,1
20312,18987,17755,1
20313,17756,17755,1
20314,28100,17755,1
20315,20585,17755,1
20316,18987,17756,1
20317,20585,17756,1
20318,28100,17756,1
20319,53403,17756,1
20320,17758,17757,1
20321,17759,17757,1
20322,69180,17758,1
20323,69181,17758,1
20324,17759,17758,1
20325,24024,17759,1
20326,43747,17759,1
20327,22940,17759,1
20328,45076,17759,1
20329,69181,17759,1
20330,24025,17759,1
20331,22941,17759,1
20332,69180,17759,1
20333,17761,17760,1
20334,43625,17761,1
20335,116484,17761,1
20336,69586,17761,1
20337,114478,17761,1
20338,20932,17761,1
20339,17768,17766,1
20340,17767,17766,1
20341,25040,17767,1
20342,17768,17767,1
20343,27286,17767,1
20344,27286,17768,1
20345,25040,17768,1
20346,17771,17769,1
20347,17770,17769,1
20348,17772,17769,1
20349,17772,17770,1
20350,17771,17770,1
20351,114248,17771,1
20352,17772,17771,1
20353,55933,17773,1
20354,43588,17773,1
20355,17774,17773,1
20356,24789,17774,1
20357,24788,17774,1
20358,17776,17775,1
20359,17777,17775,1
20360,21250,17776,1
20361,55283,17776,1
20362,17777,17776,1
20363,17783,17782,1
20364,17784,17782,1
20365,17784,17783,1
20366,53922,17783,1
20367,53921,17783,1
20368,29806,17784,1
20369,29807,17784,1
20370,53921,17784,1
20371,44817,17784,1
20372,29805,17784,1
20373,55619,17784,1
20374,53922,17784,1
20375,47225,17784,1
20376,47224,17784,1
20377,17788,17787,1
20378,48775,17789,1
20379,48774,17789,1
20380,101747,17791,1
20381,124137,17791,1
20382,127098,17791,1
20383,17792,17791,1
20384,124137,17792,1
20385,101747,17792,1
20386,17794,17793,1
20387,117713,17794,1
20388,53613,17794,1
20389,53612,17794,1
20390,117714,17794,1
20391,17796,17795,1
20392,56388,17797,1
20393,17798,17797,1
20394,17974,17799,1
20395,56004,17799,1
20396,17802,17801,1
20397,17805,17803,1
20398,17806,17803,1
20399,41456,17803,1
20400,17804,17803,1
20401,43249,17804,1
20402,23071,17804,1
20403,30801,17804,1
20404,27241,17804,1
20405,43248,17804,1
20406,30803,17804,1
20407,30802,17804,1
20408,30800,17804,1
20409,52724,17804,1
20410,25062,17804,1
20411,48157,17804,1
20412,17805,17804,1
20413,43247,17804,1
20414,17806,17804,1
20415,23073,17804,1
20416,43246,17804,1
20417,43247,17805,1
20418,41456,17805,1
20419,42030,17805,1
20420,43249,17805,1
20421,27241,17805,1
20422,23071,17805,1
20423,30801,17805,1
20424,25062,17805,1
20425,30803,17805,1
20426,43246,17805,1
20427,30800,17805,1
20428,52724,17805,1
20429,43248,17805,1
20430,48157,17805,1
20431,30802,17805,1
20432,17806,17805,1
20433,23073,17805,1
20434,127332,17805,1
20435,17813,17812,1
20436,25221,17815,1
20437,45407,17815,1
20438,25220,17815,1
20439,57652,17815,1
20440,17817,17816,1
20441,17820,17818,1
20442,26231,17818,1
20443,17819,17818,1
20444,17820,17819,1
20445,17822,17821,1
20446,17824,17821,1
20447,17823,17821,1
20448,17824,17822,1
20449,17823,17822,1
20450,20940,17823,1
20451,68281,17823,1
20452,68282,17823,1
20453,99623,17823,1
20454,21525,17823,1
20455,31026,17823,1
20456,31024,17823,1
20457,46169,17823,1
20458,53855,17823,1
20459,31025,17823,1
20460,27578,17823,1
20461,97758,17823,1
20462,17824,17823,1
20463,21870,17823,1
20464,97757,17823,1
20465,46170,17823,1
20466,22919,17823,1
20467,46168,17823,1
20468,68280,17823,1
20469,97759,17823,1
20470,20941,17823,1
20471,20942,17823,1
20472,42114,17823,1
20473,42112,17823,1
20474,98958,17823,1
20475,17826,17825,1
20476,17828,17825,1
20477,17827,17825,1
20478,17828,17826,1
20479,17827,17826,1
20480,17828,17827,1
20481,17831,17830,1
20482,17832,17830,1
20483,94543,17831,1
20484,96465,17831,1
20485,17832,17831,1
20486,94542,17831,1
20487,95099,17831,1
20488,95100,17831,1
20489,95098,17831,1
20490,94543,17832,1
20491,27825,17832,1
20492,99682,17832,1
20493,96465,17832,1
20494,27826,17832,1
20495,17834,17833,1
20496,17835,17833,1
20497,17835,17834,1
20498,17837,17836,1
20499,17838,17836,1
20500,31067,17837,1
20501,26504,17837,1
20502,50748,17837,1
20503,122294,17837,1
20504,17838,17837,1
20505,68105,17837,1
20506,68459,17837,1
20507,31066,17837,1
20508,50748,17838,1
20509,49393,17839,1
20510,18282,17839,1
20511,17840,17839,1
20512,21202,17839,1
20513,18281,17839,1
20514,21204,17839,1
20515,18283,17839,1
20516,17842,17839,1
20517,17841,17839,1
20518,21203,17839,1
20519,18283,17840,1
20520,17841,17840,1
20521,21204,17840,1
20522,18281,17840,1
20523,49393,17840,1
20524,41557,17840,1
20525,17842,17840,1
20526,21203,17840,1
20527,47474,17840,1
20528,18282,17840,1
20529,21202,17840,1
20530,21202,17841,1
20531,21204,17841,1
20532,49393,17841,1
20533,17842,17841,1
20534,18282,17841,1
20535,21203,17841,1
20536,18283,17841,1
20537,18281,17841,1
20538,49393,17842,1
20539,18283,17842,1
20540,21204,17842,1
20541,18281,17842,1
20542,18282,17842,1
20543,17844,17843,1
20544,53076,17848,1
20545,115485,17848,1
20546,49188,17848,1
20547,115484,17848,1
20548,43084,17848,1
20549,53077,17848,1
20550,94719,17848,1
20551,97426,17848,1
20552,17858,17857,1
20553,17861,17859,1
20554,17860,17859,1
20555,17861,17860,1
20556,17863,17862,1
20557,96389,17863,1
20558,29300,17864,1
20559,29301,17864,1
20560,29302,17864,1
20561,46528,17867,1
20562,57099,17867,1
20563,46527,17867,1
20564,56586,17871,1
20565,98886,17871,1
20566,99007,17871,1
20567,99006,17871,1
20568,17875,17872,1
20569,17874,17872,1
20570,17873,17872,1
20571,20518,17873,1
20572,19299,17873,1
20573,17875,17873,1
20574,17874,17873,1
20575,19298,17873,1
20576,17875,17874,1
20577,17877,17876,1
20578,17880,17879,1
20579,17881,17879,1
20580,17881,17880,1
20581,42859,17880,1
20582,53033,17880,1
20583,53683,17880,1
20584,55868,17880,1
20585,19944,17880,1
20586,28886,17881,1
20587,77950,17883,1
20588,92540,17883,1
20589,18101,17883,1
20590,22381,17883,1
20591,121053,17883,1
20592,17885,17884,1
20593,18551,17884,1
20594,17886,17884,1
20595,17886,17885,1
20596,30345,17886,1
20597,27600,17886,1
20598,101417,17886,1
20599,55864,17886,1
20600,126412,17887,1
